tweet,mentioned,hashtags,clean_tweet,Tweet length
No list of containment zones (updated) (delhi) available anywhere(on internet) to stay informed. @ArvindKejriwal @SatyendarJain @CMODelhi @drharshvardhan @MoHFW_INDIA @PMOIndia @narendramodi #DelhiFightsCorona #Delhi #IndiaFightsCorona #IndiaFightsCOVID19 https://t.co/RIfsSFXpTk,"['@ArvindKejriwal', '@SatyendarJain', '@CMODelhi', '@drharshvardhan', '@MoHFW_INDIA', '@PMOIndia', '@narendramodi']","['#DelhiFightsCorona', '#Delhi', '#IndiaFightsCorona', '#IndiaFightsCOVID19']",list containment zones updated delhi available anywhere internet stay informed,78
@tweetdivya also shares her views on bridging the #digitaldivide. Listen in... #hellothisis #covid19 #workingfromhome #mcpodcast https://t.co/dcrVDhqnTq,['@tweetdivya'],"['#digitaldivide', '#hellothisis', '#covid19', '#workingfromhome', '#mcpodcast']",also shares views bridging listen,33
"#Fashion is expected to be among the worst hit sectors due to #lockdown . Designers, tailors, fabric suppliers, handicraft workers, retail shops no one will be escape the contraction. Like tipplers, fashion addicts r needed to mitigate some pain. Such are times @livemint @Tsaumya https://t.co/UniEcqQjEw","['@livemint', '@Tsaumya']","['#Fashion', '#lockdown']",expected among worst hit sectors due designers tailors fabric suppliers handicraft workers retail shops one escape contraction like tipplers fashion addicts r needed mitigate pain times,185
"Another in ""the air so clear series"". Guess the location. #COVID2019 #cleanair #pollution #Himalayas #AirPollution #lockdown #air #mountain #snowpeak https://t.co/rG47w2Pq1k",[],"['#COVID2019', '#cleanair', '#pollution', '#Himalayas', '#AirPollution', '#lockdown', '#air', '#mountain', '#snowpeak']",another air clear series guess location,39
🙏 Stay home save lives 🙏 I’m Tattooo model 😎 tattoo artist 👨‍🎨#lockdown #coronavirus #Covid_19 #COVID #StayStrongIndia #StayHome #StaySafe https://t.co/fDGlFqWjfj,[],"['#lockdown', '#coronavirus', '#Covid_19', '#COVID', '#StayStrongIndia', '#StayHome', '#StaySafe']",stay home save lives tattooo model tattoo artist,48
"Everything is easy, if you are busy. But nothing is easy, If you are lazy.

💓
#mondaythoughts #multisareoverparty #coronavirus #lockdown #Iran #Taehyung #love #quotes #motivational 
@Diveshdevliya 
@unlockmindset 
@everest 
@ThisInspiresUs 
@LkMotivation 
@M2Succeed 
@911well","['@Diveshdevliya', '@unlockmindset', '@everest', '@ThisInspiresUs', '@LkMotivation', '@M2Succeed']","['#mondaythoughts', '#multisareoverparty', '#coronavirus', '#lockdown', '#Iran', '#Taehyung', '#love', '#quotes', '#motivational']",everything easy busy nothing easy lazy,38
"India, infamous for gender-based violence (and ranked the fourth worst country for gender equality, according to public perception), is showing similar trends.
Read my article on
https://t.co/kQnLuyhTBQ
#abuse #blog #IndiaFightsCOVID19  #coronavirusinindia #DomesticViolence https://t.co/vkc0QTrFsh",[],"['#abuse', '#blog', '#IndiaFightsCOVID19', '#coronavirusinindia', '#DomesticViolence']",india infamous gender based violence ranked fourth worst country gender equality according public perception showing similar trends read article,144
"BIMT salutes our Nation's Corona Warriors for working selflessly to save our lives. 

We appeal all Meerutians to cooperate Police and follow guidelines during lockdown.

#IndiaFightsCorona 
#BIMTFightsCorona 
#Meerut https://t.co/qy63BDSj98",[],"['#IndiaFightsCorona', '#BIMTFightsCorona', '#Meerut']",bimt salutes nation corona warriors working selflessly save lives appeal meerutians cooperate police follow guidelines lockdown,127
"Mention Your Sharabi Dost 🥃😂 #Sharabi #Lockdown #Funny #Comedy #Video #Viral #sharabkaisikumaraisa #alchohlic #indiansharabi #covid19 #staysafe 🙏🏻
#tiktok #instagram #love #like #viral #follow #memes #tiktokindia… https://t.co/wsnys9fOVm",[],"['#Sharabi', '#Lockdown', '#Funny', '#Comedy', '#Video', '#Viral', '#sharabkaisikumaraisa', '#alchohlic', '#indiansharabi', '#covid19', '#staysafe', '#tiktok', '#instagram', '#love', '#like', '#viral', '#follow', '#memes', '#tiktokindia']",mention sharabi dost,20
"@FoxskyOfficial INDIA FIGHT THE COVID - 19 

#Lockdown #FOXSKY #LedTV 
#FoxskyOfficial 

Following all Platforms team 
Instagram id  - @harrybhaji

Facebook id @harrybindra. Join @SoniaKaurBindr1
@chilled_Sup @SajidSilawat1 @aanchalsweet92 @jaydip4m @7thNovember","['@FoxskyOfficial', '@harrybhaji', '@harrybindra', '@SoniaKaurBindr1', '@chilled_Sup', '@SajidSilawat1', '@aanchalsweet92', '@jaydip4m']","['#Lockdown', '#FOXSKY', '#LedTV', '#FoxskyOfficial']",india fight covid following platforms team instagram id facebook id join,72
"#Crypto sector in India is growing with many crypto #exchanges reporting increase in trading volumes despite #COVID19 &amp; #lockdown.
-
#bitcoin #crytocurrency #gst #tax #GST #rbi #pandemic #coronavirus #bagailegal #exchange #CryptoNews #cryptopia #bitcoinhalving #BitcoinHalving2020 https://t.co/E8BsRbxMKN",[],"['#Crypto', '#exchanges', '#COVID19', '#lockdown', '#bitcoin', '#crytocurrency', '#gst', '#tax', '#GST', '#rbi', '#pandemic', '#coronavirus', '#bagailegal', '#exchange', '#CryptoNews', '#cryptopia', '#bitcoinhalving', '#BitcoinHalving2020']",sector india growing many crypto reporting increase trading volumes despite,75
"The Voice of Migrant Labourer
#praveenkashi #fast_unto_death #MigrantLabourers #lockdown #protest #solo @ArvindKejriwal @narendramodi https://t.co/V6GL4lsW8E","['@ArvindKejriwal', '@narendramodi']","['#praveenkashi', '#fast_unto_death', '#MigrantLabourers', '#lockdown', '#protest', '#solo']",voice migrant labourer,22
Sanitization at Reliance Fresh Arjun Nagar #IndiaFightsCorona #BhagjaoCorona #covid19 https://t.co/14TAuswpoS,[],"['#IndiaFightsCorona', '#BhagjaoCorona', '#covid19']",sanitization reliance fresh arjun nagar,39
"Here goes the train list but Bookings haven’t started yet , @IRCTCofficial 
Says Data pertaining to special trains is being fed in the website. Train ticket bookings will be available in a short while. #COVID19 #Trainbookings #coronavirusinindia https://t.co/MB6w9tC9QB",['@IRCTCofficial'],"['#COVID19', '#Trainbookings', '#coronavirusinindia']",goes train list bookings started yet says data pertaining special trains fed website train ticket bookings available short,122
"Pls look into this sir on priority as life is a mess for everyone with no work and no payments. And these vultures have started their blood hunt, in these troubled #Lockdown times. This happening even after the borrowers have opted for the loan moratorium at the end March, 2020. https://t.co/S4AUo270VP",[],['#Lockdown'],pls look sir priority life mess everyone work payments vultures started blood hunt troubled times happening even borrowers opted loan moratorium end march,154
@RituRathaur @adgzonebareilly @dgpup @myogiadityanath @Uppolice Who is hacking the police working? Despite #lockdown it is happening? Shocked,"['@RituRathaur', '@adgzonebareilly', '@dgpup', '@myogiadityanath', '@Uppolice']",['#lockdown'],hacking police working despite happening shocked,48
"@CMOfficeUP @Uppolice @UPGovt @MoHFW_INDIA @PMOIndia
this is such an alarming situation.... We Need actions to be taken swiftly ... #UPPolice #coronavirusinindia #coronavirus #Covid19 #COVID__19 #India #Year2020 #UttarPradesh #CoronaWarrior #CoronaWarriorsIndia https://t.co/y32rwcFiuM","['@CMOfficeUP', '@Uppolice', '@UPGovt', '@MoHFW_INDIA', '@PMOIndia']","['#UPPolice', '#coronavirusinindia', '#coronavirus', '#Covid19', '#COVID__19', '#India', '#Year2020', '#UttarPradesh', '#CoronaWarrior', '#CoronaWarriorsIndia']",alarming situation need actions taken swiftly,45
"India fights corona.
We salute all the corona warriors 
@narendramodi #coronavirus #coronavirusinindia #CoronaWarriors #IndiaFightsCorona #lockdown",['@narendramodi'],"['#coronavirus', '#coronavirusinindia', '#CoronaWarriors', '#IndiaFightsCorona', '#lockdown']",india fights corona salute corona warriors,42
"Imagine the conversations at salons once this #lockdown ends.
Absolute entertainment.",[],['#lockdown'],imagine conversations salons ends absolute entertainment,56
"That's a really amazing vedio coming from Mayur Vihar phase 1 East end apartment 
My nephew friend pari she turned 2 year today
Wish her happy birthday ❤️
With proper rules and regulations 
#memorableday ❤️

#happybirthdaypari 
#covid19 #socialdistancing
#staysafe #stayhealthy https://t.co/LjaFY3R9pg",[],"['#memorableday', '#happybirthdaypari', '#covid19', '#socialdistancing', '#staysafe', '#stayhealthy']",really amazing vedio coming mayur vihar phase east end apartment nephew friend pari turned year today wish happy birthday proper rules regulations,146
Three Cheers for war against #coronavirus #lockdown https://t.co/CcyS719lkF,[],"['#coronavirus', '#lockdown']",three cheers war,16
"BIMT salutes our Nation's Corona Warriors for working selflessly to save our lives. 

We appeal all Meerutians to cooperate Police and follow guidelines during lockdown.

#IndiaFightsCorona 
#BIMTFightsCorona 
#Meerut https://t.co/TsBQncnaGA",[],"['#IndiaFightsCorona', '#BIMTFightsCorona', '#Meerut']",bimt salutes nation corona warriors working selflessly save lives appeal meerutians cooperate police follow guidelines lockdown,127
"Power of women, innovative  yet simple. How #women are making difference in the #coronavirusinindia response! https://t.co/OOgCrxv1Y0",[],"['#women', '#coronavirusinindia']",power women innovative yet simple making difference response,60
"#RationDistribution
Depending on the number of persons in the families, survey was done and ration was distributed to 450 Families at Indirapuram #Ghaziabad 
There are more who need us...
#COVID19 #lockdown #MondayMotivaton #stayingalert @ANI @richaanirudh https://t.co/bR1LSs8s9c","['@ANI', '@richaanirudh']","['#RationDistribution', '#Ghaziabad', '#COVID19', '#lockdown', '#MondayMotivaton', '#stayingalert']",depending number persons families survey done ration distributed families indirapuram need us,93
"Administration need to take more responsibilities.
Things are getting worst on ground level. we still have time to put health emergency all around India. Else thousands will die.
 #LockdownEnd is not a solution .
#lockdown #COVID19 https://t.co/HcahAunjYa",[],"['#LockdownEnd', '#lockdown', '#COVID19']",administration need take responsibilities things getting worst ground level still time put health emergency around india else thousands die solution,148
Biggest problem of #lockdown  #migrants biggest failure of govment both state  and central managing #migrants  biggest sufferer #migrants  #COVID19  may not kill them but management of #migrants  may kill then @narendramodi jee plz do something to resolve this ...,['@narendramodi'],"['#lockdown', '#migrants', '#migrants', '#migrants', '#COVID19', '#migrants']",biggest problem biggest failure govment state central managing biggest sufferer may kill management may kill jee plz something resolve,134
"BIMT salutes our Nation's Corona Warriors for working selflessly to save our lives. 

We appeal all Meerutians to cooperate Police and follow guidelines during lockdown.

#IndiaFightsCorona 
#BIMTFightsCorona 
#Meerut #BIMT #College #ccsu #aktu #school #bba #bca #bcom #mba #bed https://t.co/ygdrA4d3jL",[],"['#IndiaFightsCorona', '#BIMTFightsCorona', '#Meerut', '#BIMT', '#College', '#ccsu', '#aktu', '#school', '#bba', '#bca', '#bcom', '#mba', '#bed']",bimt salutes nation corona warriors working selflessly save lives appeal meerutians cooperate police follow guidelines lockdown,127
"Thank you for finding joy and worth in our pursuits for it is this belief and bond that keeps us going and evolving🙏. Looking forward to accomplish many such milestones together. Abb to bolna banta hai 'Shaandar, zabardast, zindabaad'!!!🙌

#StayHome #foodexplorationsbydfw",[],"['#StayHome', '#foodexplorationsbydfw']",thank finding joy worth pursuits belief bond keeps us going evolving looking forward accomplish many milestones together abb bolna banta hai shaandar zabardast zindabaad,169
"A cookie I made , at my sister's request ( she is a sweets aficionado ). Sugar filled cookies, with baked by my own shimary hand.. ✋😁 Simply delicious 🤤
#streefoodiedelhi #artiminki #lockdown #COVID #cookies #homemade #SafooraZargar https://t.co/LmCiKadIs2",[],"['#streefoodiedelhi', '#artiminki', '#lockdown', '#COVID', '#cookies', '#homemade', '#SafooraZargar']",cookie made sister request sweets aficionado sugar filled cookies baked shimary hand simply delicious,101
"#IndiaFightsCorona 

#AarogyaSetu is our bridge to prevent spread of #COVID19 in India. It will help us to stay informed with latest updates against #COVID19, &amp; enable the Govt to plan initiatives. 
Install it from Play Store: https://t.co/ccD1YUhXpR",[],"['#IndiaFightsCorona', '#AarogyaSetu', '#COVID19', '#COVID19']",bridge prevent spread india help us stay informed latest updates enable govt plan initiatives install play store,112
Here are a few tips on how you can increase the life of your vehicles tyres diring #lockdown by @Maxxis_Tyres https://t.co/qNjpE0RzD1,['@Maxxis_Tyres'],['#lockdown'],tips increase life vehicles tyres diring,40
"Ministry of Home Affairs issues Standard Operating Procedures for movement of persons by train . Only those with confirmed e-tickets shall be allowed to enter the station
#MHA #Lockdown #ETickets #Trains #LockdownIndia @asianetnewstv @chanduksu @sebi_mathew @joymalabagchi https://t.co/XPdlo3xAXE","['@asianetnewstv', '@chanduksu', '@sebi_mathew', '@joymalabagchi']","['#MHA', '#Lockdown', '#ETickets', '#Trains', '#LockdownIndia']",ministry home affairs issues standard operating procedures movement persons train confirmed e tickets shall allowed enter station,129
"#BreakingNews #BREAKING 
#Nursing and #Paramedic staff of #Amritsar Government Medical College and #hospital in #Punjab protests against sub standard #facemasks and #PPE kits. #CoronaWarriors #COVID19India #COVID #COVID19Updates #PunjabFightsCorona @CMOPb @TheWeekLive #TheWeek","['@CMOPb', '@TheWeekLive']","['#BreakingNews', '#BREAKING', '#Nursing', '#Paramedic', '#Amritsar', '#hospital', '#Punjab', '#facemasks', '#PPE', '#CoronaWarriors', '#COVID19India', '#COVID', '#COVID19Updates', '#PunjabFightsCorona', '#TheWeek']",staff government medical college protests sub standard kits,59
@KediaUmang @Sxavier670927 @Uber_India No response from Uber is making it difficult to decide. I spoke with Ola and they said cabs will not enter Delhi. I also called Haryana's COVID-19 helpline and they don't have any info from the govt on this. Such is the efficiency of our govts. So much for #IndiaFightsCorona,"['@KediaUmang', '@Sxavier670927', '@Uber_India']",['#IndiaFightsCorona'],response uber making difficult decide spoke ola said cabs enter delhi also called haryana covid helpline info govt efficiency govts much,136
"#IndiaFightsCorona
India is fighting a battle against Corona with its full power and support of 130 crore Indians. 216 districts of the country are completely corona free and no new cases of corona have been reported from 46 districts in the last 7 days.
via NaMo App",[],['#IndiaFightsCorona'],india fighting battle corona full power support crore indians districts country completely corona free new cases corona reported districts last days,148
"@narendramodi
@MoHFW_INDIA
@GovtofUK 
@PIBDehradun 
#IndiaFightsCorona

Please take note of this and improve the quarantine facilities in Uttarakhand. https://t.co/sXoyGgj88L","['@narendramodi', '@MoHFW_INDIA', '@GovtofUK', '@PIBDehradun']",['#IndiaFightsCorona'],please take note improve quarantine facilities uttarakhand,58
"New vid update 
Share if you like it [pls watch]
https://t.co/Fre0b0Csjq

#travel #tourism #HimachalPradesh #YouTube #StayHome #withme #subscribeme https://t.co/iNwnQwXcnB",[],"['#travel', '#tourism', '#HimachalPradesh', '#YouTube', '#StayHome', '#withme', '#subscribeme']",new vid update share like pls watch,35
Sir @ArvindKejriwal why are you hiding deaths due to Corona ? Deal with China ? #aapwithdeshdrohis @AamAadmiParty @narendramodi @PMOIndia @rashtrapatibhvn @AmitShah #Covid_19india #COVID19India @COVIDNewsByMIB,"['@ArvindKejriwal', '@AamAadmiParty', '@narendramodi', '@PMOIndia', '@rashtrapatibhvn', '@AmitShah', '@COVIDNewsByMIB']","['#aapwithdeshdrohis', '#Covid_19india', '#COVID19India']",sir hiding deaths due corona deal china,39
"2/3rd of the countries with #lockdown have provided for #DigitalLearning to students. However, for children without internet access, there are no measures taken to prevent their education from being hampered.
Read more on social impacts on #ChildRights @ https://t.co/G0EhjaEL34 https://t.co/c2Zb00LbvR",[],"['#lockdown', '#DigitalLearning', '#ChildRights']",rd countries provided students however children without internet access measures taken prevent education hampered read social impacts,133
"#IndiaFightsCorona: 

Prevention measures are the new normal. 

An image 👇 of passengers wearing face shields while coming back to India in one of the evacuation flights under #VandeBharatMission. 

Via @HardeepSPuri https://t.co/nSjdwVE6qz https://t.co/nius9ASzif",['@HardeepSPuri'],"['#IndiaFightsCorona', '#VandeBharatMission']",prevention measures new normal image passengers wearing face shields coming back india one evacuation flights via,113
"👉 Stay Positive, Better days are on the way. 🙂
 .
.
@mittalranveer
.
.
#90s #instagram #chuva #coronamemes #fucked #fuckedupmemes #fucklove #gainwithmchina #lockdown #look #love #meme #memes #neon #sad #sigodevolta… https://t.co/pOFhjHosoY",['@mittalranveer'],"['#instagram', '#chuva', '#coronamemes', '#fucked', '#fuckedupmemes', '#fucklove', '#gainwithmchina', '#lockdown', '#look', '#love', '#meme', '#memes', '#neon', '#sad', '#sigodevolta']",stay positive better days way,29
"Future weddings be like! 🤣

#lockdown #covid19 #wedding #memesdaily #MondayMotivaton https://t.co/3SfXl2P2CZ",[],"['#lockdown', '#covid19', '#wedding', '#memesdaily', '#MondayMotivaton']",future weddings like,20
Finally! Learnt how to save mangoes from the monkeys 🐒. Hang an old CD by the tree. Can't wait to make chutney . #lockdown #learning #happiness https://t.co/mHiNnCLPEL,[],"['#lockdown', '#learning', '#happiness']",finally learnt save mangoes monkeys hang old cd tree wait make chutney,70
"With trains starting tomorrow, Bihar and UP should brace for the spike in no of Corona cases. And as usual, no one will care the deaths in these states, especially Bihar. #coronavirusindia #CoronaVirusUpdates",[],"['#coronavirusindia', '#CoronaVirusUpdates']",trains starting tomorrow bihar brace spike corona cases usual one care deaths states especially bihar,101
"@DrRPNishank , @iitdelhi ,#mhrd Please extend last date up to 17 may of #Phd and other courses bcz of #coronavirusinindia","['@DrRPNishank', '@iitdelhi']","['#mhrd', '#Phd', '#coronavirusinindia']",please extend last date may courses bcz,39
"Only one things to do for kid's in lockdown
#kids #lockdown #tvtime #timepass #dailylife #StayHome #Covid_19 #Delhi #photographer #nikon https://t.co/6EVdXkDR86",[],"['#kids', '#lockdown', '#tvtime', '#timepass', '#dailylife', '#StayHome', '#Covid_19', '#Delhi', '#photographer', '#nikon']",one things kid lockdown,23
How may be this possible in this time of crisis? @ArvindKejriwal @AAPDelhi #coronavirus #coronavirusinindia https://t.co/jxyfv7PJCS,"['@ArvindKejriwal', '@AAPDelhi']","['#coronavirus', '#coronavirusinindia']",may possible time crisis,24
@iitdelhi Please extend last date upto 17may of #Phd and other courses bcz of #coronavirusinindia.,['@iitdelhi'],"['#Phd', '#coronavirusinindia']",please extend last date upto may courses bcz,44
@iitdelhi Please extend last date of #Phd and other courses bcz of #coronavirusinindia,['@iitdelhi'],"['#Phd', '#coronavirusinindia']",please extend last date courses bcz,35
"@MoHFW_INDIA Request you to allow appliances company service centers to function and send technicians for home service, refrigerator not working for 3 weeks, not able to repair due to #lockdown - @AmitShah","['@MoHFW_INDIA', '@AmitShah']",['#lockdown'],request allow appliances company service centers function send technicians home service refrigerator working weeks able repair due,130
"Let's start the week with #gratitude. We deeply thank all the heath workers, waste management personnel &amp; millions of frontliners who are daily  delivering services to the public in the current critical times.

#COVID19 #thankyou #ConferencesbyIndebo #stayhome #MondayMotivation https://t.co/Xzjp458snR",[],"['#gratitude', '#COVID19', '#thankyou', '#ConferencesbyIndebo', '#stayhome', '#MondayMotivation']",let start week deeply thank heath workers waste management personnel millions frontliners daily delivering services public current critical times,145
"""Tough times don’t last. Tough people do."" – Robert H. Schuller

Sending more love , energy and power to all the people during this pandemic! ❣️💫✨🌈
#MondayMotivaton #indiashares 
#IndiaFightsCorona https://t.co/7vPfDJTYrg",[],"['#MondayMotivaton', '#indiashares', '#IndiaFightsCorona']",tough times last tough people robert h schuller sending love energy power people pandemic,89
@ArvindKejriwal @PMOIndia @msisodia @AmitShah @RahulGandhi it is advisable in public interest to extend lockdown till 1st week of June. Pls don’t open transport system. It will collapse all things which are still under control. #delhi #DelhiFightsCovid #coronavirusindia,"['@ArvindKejriwal', '@PMOIndia', '@msisodia', '@AmitShah', '@RahulGandhi']","['#delhi', '#DelhiFightsCovid', '#coronavirusindia']",advisable public interest extend lockdown till st week june pls open transport system collapse things still control,115
"India in times of #coronavirus
Poor: How to save life?
Rich: How to save lifestyle?
Middle Class: What will be Modi Ji's Next Task

#COVID19 #Covid_19 #COVIDIOT
#Covid_19india #COVID19Lockdown #lockdown #lockdownindia #ModiTestKarona #IndiaFightsCOVID19 #IndiaFightsCoronavirus",[],"['#coronavirus', '#COVID19', '#Covid_19', '#COVIDIOT', '#Covid_19india', '#COVID19Lockdown', '#lockdown', '#lockdownindia', '#ModiTestKarona', '#IndiaFightsCOVID19', '#IndiaFightsCoronavirus']",india times poor save life rich save lifestyle middle class modi ji next task,77
"This is how it looks - getting out of PPE kit after 8 hours. No toilet breaks, no drink breaks, no ventilation except breathing.

This is what doctors and nurses go thru everyday of work on Covid wards.
Pvt doctors are on duty in govt Hosp ICUs
#IndiaFightsCorona https://t.co/nA2qiq2ACF",[],['#IndiaFightsCorona'],looks getting ppe kit hours toilet breaks drink breaks ventilation except breathing doctors nurses go thru everyday work covid wards pvt doctors duty govt hosp icus,164
"Thread by @ShamikaRavi: #DailyUpdate #COVID19India Total confirmed cases still rising, the rate of growth of Active cases is now 5% - so doub 14 days. The CGDR = 11.63% 1) 7Day Moving average of Daily New Cases 2) 7Day Moving average of Daily deaths Look… https://t.co/jm2YcCPZ10",['@ShamikaRavi'],"['#DailyUpdate', '#COVID19India']",thread total confirmed cases still rising rate growth active cases doub days cgdr day moving average daily new cases day moving average daily deaths look,153
"Wonderful video made by students of Vellore Institute of Technology, Vellore. 
.
Coming Instagram live on 13th at 5pm to have an interaction with them. @VITLeoClub 
.
#InstagramLive #KnockdownTheLockdown #mentorship #boxinglife #StayHomeSaveLives https://t.co/AZ2RGMPiYw",['@VITLeoClub'],"['#InstagramLive', '#KnockdownTheLockdown', '#mentorship', '#boxinglife', '#StayHomeSaveLives']",wonderful video made students vellore institute technology vellore coming instagram live th pm interaction,106
What you think lockdown will end on 18th may  ???? #LockdownEnd #lockdown #LockdownExtended #lockdowneffect #LOCKDOWNDIARIES #lockdownindia #LockdownWithoutPlan #NarendraModi #Qurantine #StayHomeSaveLives,[],"['#LockdownEnd', '#lockdown', '#LockdownExtended', '#lockdowneffect', '#LOCKDOWNDIARIES', '#lockdownindia', '#LockdownWithoutPlan', '#NarendraModi', '#Qurantine', '#StayHomeSaveLives']",think lockdown end th may,25
"#IndiaFightsCorona🇮🇳

👉Expanding horizons of age-old traditional knowledge of Ayurveda with #AyushSanjivaniApp.

🔴Download⬇️ the app now: https://t.co/1GBOGrzqvb… https://t.co/vb98W9t3qH",[],"['#IndiaFightsCorona', '#AyushSanjivaniApp']",expanding horizons age old traditional knowledge ayurveda download app,70
"Best solution .😂
#coronavirus 
#QuarantineLife https://t.co/uijn2bcw3o",[],"['#coronavirus', '#QuarantineLife']",best solution,13
"#IndiaFightsCorona
India is fighting a battle against Corona with its full power and support of 130 crore Indians. 216 districts of the country are completely corona free and no new cases of corona have been reported from 46 districts in the last 7 days.
via NaMo App",[],['#IndiaFightsCorona'],india fighting battle corona full power support crore indians districts country completely corona free new cases corona reported districts last days,148
"#IndiaFightsCorona
Strengthening the public health preparedness, the Govt and the Asian Infrastructure Investment Bank signed a US$500 million“COVID-19 Emergency Response and Health Systems Preparedness Project”.This is the first-ever health sector support from the Bankto India",[],['#IndiaFightsCorona'],strengthening public health preparedness govt asian infrastructure investment bank signed us million covid emergency response health systems preparedness project first ever health sector support bankto india,207
"Amidst the #Lockdown , How does one reach the railway station to catch the train? Are you indirectly asking everyone to walk @mygovindia @RailwaySeva @RailMinIndia","['@mygovindia', '@RailwaySeva', '@RailMinIndia']",['#Lockdown'],amidst one reach railway station catch train indirectly asking everyone walk,76
"#IndiaFightsCorona
India is working diligently towards finding a COVID-19 cure. Over 30 COVID vaccines are at different stages of development.
via NaMo App",[],['#IndiaFightsCorona'],india working diligently towards finding covid cure covid vaccines different stages development,95
Nature ❤️  🌱  ❤️  🌱 is the happiest since #lockdown . @ Chef Abhishek Gupta https://t.co/dHH3i0wiSn,[],['#lockdown'],nature happiest since chef abhishek gupta,41
@stufflistings Device under Embargo due To #lockdown So No #unboxing😯,['@stufflistings'],"['#lockdown', '#unboxing']",device embargo due,18
"Monday Motivation.

#inspiringstories #inspirational #entrepreneur #startups #startupindia #motivation #mindset #indianstartups #money #success #goals #walmart #marketing #business #startupconsulting #workfromhome #work #job #instory #motivationalquotes #hustle #garyvee https://t.co/XsXg2JFsNL",[],"['#inspiringstories', '#inspirational', '#entrepreneur', '#startups', '#startupindia', '#motivation', '#mindset', '#indianstartups', '#money', '#success', '#goals', '#walmart', '#marketing', '#business', '#startupconsulting', '#workfromhome', '#work', '#job', '#instory', '#motivationalquotes', '#hustle', '#garyvee']",monday motivation,17
"A shameful act #MumbaiPolice but no one wants to speak ..why❓
#poonampandey #lockdown #JusticeForPoonam https://t.co/XWd5ahznLa",[],"['#MumbaiPolice', '#poonampandey', '#lockdown', '#JusticeForPoonam']",shameful act one wants speak,28
"These reports/videos from the #Thane checkpost are beyond heartbreaking.

Record it for history. #Lockdown https://t.co/OrnbAvOH94",[],"['#Thane', '#Lockdown']",reports videos checkpost beyond heartbreaking record history,60
"For a kind information 👇
IRCTC BOOKING START WILL BE TODAY 4:00 PM SHARPLY!
TRAIN WILL BE RUN FROM 12 MAY! 
#StayHome #StayHomeStaySafe #StayHomeSaveLives #stayingalert https://t.co/iz7qe2qagh https://t.co/441fsieMXj",[],"['#StayHome', '#StayHomeStaySafe', '#StayHomeSaveLives', '#stayingalert']",kind information irctc booking start today pm sharply train run may,67
"For a kind information 👇
IRCTC BOOKING START WILL BE TODAY 4:00 PM SHARPLY!
TRAIN WILL BE RUN FROM 12 MAY! 
#StayHome #StayHomeStaySafe #StayHomeSaveLives #stayingalert https://t.co/iz7qe2qagh",[],"['#StayHome', '#StayHomeStaySafe', '#StayHomeSaveLives', '#stayingalert']",kind information irctc booking start today pm sharply train run may,67
“Behind the Scenes” of yet another day in #lockdown. Today is #motherdays as the world calls it. But I feel each day is #mothersday and we must make an effort to make her feel special everyday and not any single day.… https://t.co/Vqv8leHNyV,[],"['#lockdown', '#motherdays', '#mothersday']",behind scenes yet another day today world calls feel day must make effort make feel special everyday single day,111
"Once the lockdown is lifted, we will resume the training of our elite athletes followed by other SAI Training Centres in phased manner. I appeal sportspersons and all stakeholders not to rush because health and safety is our top priority presently.
#IndiaFightsCorona https://t.co/FqSliNhKR1",[],['#IndiaFightsCorona'],lockdown lifted resume training elite athletes followed sai training centres phased manner appeal sportspersons stakeholders rush health safety top priority presently,166
"#EachOneReachOne during #COVID19Lockdown to #feed a #stray everyday ❤
#dilsethankyou Team for your
#KindnessInCrisis 
Green fooder for Gauvansh 💛
#indiafightscorona #cowsduringlockdown
@SmartSanctuary
@pfaindia @OfficialGNIDA https://t.co/UUbp2mGC4x","['@SmartSanctuary', '@pfaindia', '@OfficialGNIDA']","['#EachOneReachOne', '#COVID19Lockdown', '#feed', '#stray', '#dilsethankyou', '#KindnessInCrisis', '#indiafightscorona', '#cowsduringlockdown']",everyday team green fooder gauvansh,35
"It's worst condition of humanity now..thanks giving him food..... @yogitabhayana and request to people to help eachother whenever possible, and whatever posible #coronavirus #HumanityFirst #government #India #IndiaFightsCOVID19 #lockdown https://t.co/TDv8ufxYHl https://t.co/GloeWfBIQs",['@yogitabhayana'],"['#coronavirus', '#HumanityFirst', '#government', '#India', '#IndiaFightsCOVID19', '#lockdown']",worst condition humanity thanks giving food request people help eachother whenever possible whatever posible,108
"#coronavirus
#COVID19India
Health ministry clarifies why discharge policy for corona patients has been revised.

Many questions have been asked on this revised policy now ministry has cleared all doubts.
This is clarification @MoHFW_INDIA
@drharshvardhan     

                👇 https://t.co/a9m0AVvtPD","['@MoHFW_INDIA', '@drharshvardhan']","['#coronavirus', '#COVID19India']",health ministry clarifies discharge policy corona patients revised many questions asked revised policy ministry cleared doubts clarification,140
"#MondayMotivaton #thoughts 😇
If you can think of something, So believe me you can do it too. 🎨🙏🏻

#StayStrongIndia #LockdownStories #IndiaFightsCorona @narendramodi @p_sahibsingh @Kiranchoprabjp @SunitaKangraBJP  @ManojTiwariMP https://t.co/pBSHVX2QDw","['@narendramodi', '@p_sahibsingh', '@Kiranchoprabjp', '@SunitaKangraBJP', '@ManojTiwariMP']","['#MondayMotivaton', '#thoughts', '#StayStrongIndia', '#LockdownStories', '#IndiaFightsCorona']",think something believe,23
